id;speaker_id;audio_save;transcript_save;expression
1591;34;audio_saves\1591.wav;transcript_saves\1591.txt;GIRL
1592;35;audio_saves\1592.wav;transcript_saves\1592.txt;HM
1593;34;audio_saves\1593.wav;transcript_saves\1593.txt;TWO GIRLS
1595;35;audio_saves\1595.wav;transcript_saves\1595.txt;GREEN
1596;34;audio_saves\1596.wav;transcript_saves\1596.txt;YELLOW
1597;34;audio_saves\1597.wav;transcript_saves\1597.txt;BLUE
1598;34;audio_saves\1598.wav;transcript_saves\1598.txt;ORANGE WHITE
1599;34;audio_saves\1599.wav;transcript_saves\1599.txt;VIOLET  BROWN 
1601;34;audio_saves\1601.wav;transcript_saves\1601.txt;HM
1602;35;audio_saves\1602.wav;transcript_saves\1602.txt;YES
1603;35;audio_saves\1603.wav;transcript_saves\1603.txt;YES
1604;35;audio_saves\1604.wav;transcript_saves\1604.txt;SHOWER 
1605;34;audio_saves\1605.wav;transcript_saves\1605.txt;EH
1606;34;audio_saves\1606.wav;transcript_saves\1606.txt;IS
1607;34;audio_saves\1607.wav;transcript_saves\1607.txt;TAKING
1608;34;audio_saves\1608.wav;transcript_saves\1608.txt;AN SHOWER
1609;34;audio_saves\1609.wav;transcript_saves\1609.txt;BLUE WHITE GREEN
1610;35;audio_saves\1610.wav;transcript_saves\1610.txt;A COW
1613;35;audio_saves\1613.wav;transcript_saves\1613.txt;THE SUN
1614;35;audio_saves\1614.wav;transcript_saves\1614.txt;A MOUNTAIN
1615;35;audio_saves\1615.wav;transcript_saves\1615.txt;WATER
1616;35;audio_saves\1616.wav;transcript_saves\1616.txt;SNOW
1617;35;audio_saves\1617.wav;transcript_saves\1617.txt;AND THE RAINING 
1619;35;audio_saves\1619.wav;transcript_saves\1619.txt;TREES 
1620;34;audio_saves\1620.wav;transcript_saves\1620.txt;TREES 
1624;34;audio_saves\1624.wav;transcript_saves\1624.txt;< I SEE A LIGHT TOWER
1625;35;audio_saves\1625.wav;transcript_saves\1625.txt;HM
1626;35;audio_saves\1626.wav;transcript_saves\1626.txt;HM
1627;35;audio_saves\1627.wav;transcript_saves\1627.txt;HM
1628;34;audio_saves\1628.wav;transcript_saves\1628.txt;HM
1629;35;audio_saves\1629.wav;transcript_saves\1629.txt;HM
1630;35;audio_saves\1630.wav;transcript_saves\1630.txt;MY RAT IS UNDER THE DESK
1631;34;audio_saves\1631.wav;transcript_saves\1631.txt;NO
1632;35;audio_saves\1632.wav;transcript_saves\1632.txt;ON THE BOOKS 
1633;35;audio_saves\1633.wav;transcript_saves\1633.txt;MY RAT IS UNDER THE EH
1634;34;audio_saves\1634.wav;transcript_saves\1634.txt;MY RAT <unk> OF THE BOX
1635;35;audio_saves\1635.wav;transcript_saves\1635.txt;MY RAT IS UNDER THE BOOKS
1637;34;audio_saves\1637.wav;transcript_saves\1637.txt;BOX 
1638;35;audio_saves\1638.wav;transcript_saves\1638.txt;MY RAT IS ON THE BED
1639;36;audio_saves\1639.wav;transcript_saves\1639.txt;MY NAME IS LISA
1640;36;audio_saves\1640.wav;transcript_saves\1640.txt;HELLO
1641;37;audio_saves\1641.wav;transcript_saves\1641.txt;HELLO
1642;36;audio_saves\1642.wav;transcript_saves\1642.txt;MY NAME IS LISA
1643;37;audio_saves\1643.wav;transcript_saves\1643.txt;MY NAME IS SOPHIA
1644;37;audio_saves\1644.wav;transcript_saves\1644.txt;IS SWIMMING
1646;36;audio_saves\1646.wav;transcript_saves\1646.txt;DRAWING 
1647;37;audio_saves\1647.wav;transcript_saves\1647.txt;YES
1648;37;audio_saves\1648.wav;transcript_saves\1648.txt;YES
1650;36;audio_saves\1650.wav;transcript_saves\1650.txt;HM
1651;36;audio_saves\1651.wav;transcript_saves\1651.txt;RED GREEN BLACK YELLOW ORANGE  PINK
1652;36;audio_saves\1652.wav;transcript_saves\1652.txt;YES
1653;37;audio_saves\1653.wav;transcript_saves\1653.txt;YELLOW 
1654;37;audio_saves\1654.wav;transcript_saves\1654.txt;BLUE
1655;37;audio_saves\1655.wav;transcript_saves\1655.txt;ORANGE
1656;37;audio_saves\1656.wav;transcript_saves\1656.txt;RED
1657;37;audio_saves\1657.wav;transcript_saves\1657.txt;YELLOW
1658;37;audio_saves\1658.wav;transcript_saves\1658.txt;ORANGE
1659;37;audio_saves\1659.wav;transcript_saves\1659.txt;BLUE
1661;36;audio_saves\1661.wav;transcript_saves\1661.txt;RED BLUE GREEN ORANGE YELLOW BROWN
1662;36;audio_saves\1662.wav;transcript_saves\1662.txt;FIVE
1663;37;audio_saves\1663.wav;transcript_saves\1663.txt;FOUR
1664;37;audio_saves\1664.wav;transcript_saves\1664.txt;SIX
1665;36;audio_saves\1665.wav;transcript_saves\1665.txt;SEVEN
1666;36;audio_saves\1666.wav;transcript_saves\1666.txt;FIVE
1668;37;audio_saves\1668.wav;transcript_saves\1668.txt;EH THERE IS SWIMMING A <unk>
1669;36;audio_saves\1669.wav;transcript_saves\1669.txt;HM
1670;36;audio_saves\1670.wav;transcript_saves\1670.txt;EH
1671;37;audio_saves\1671.wav;transcript_saves\1671.txt;YES
1672;37;audio_saves\1672.wav;transcript_saves\1672.txt;YES
1673;36;audio_saves\1673.wav;transcript_saves\1673.txt;GREEN BLUE
1674;37;audio_saves\1674.wav;transcript_saves\1674.txt;BLUE
1675;36;audio_saves\1675.wav;transcript_saves\1675.txt;WHITE
1676;36;audio_saves\1676.wav;transcript_saves\1676.txt;GREEN
1677;37;audio_saves\1677.wav;transcript_saves\1677.txt;WATER CYCLE 
1678;37;audio_saves\1678.wav;transcript_saves\1678.txt;WHITE
1679;36;audio_saves\1679.wav;transcript_saves\1679.txt;WHITE
1680;37;audio_saves\1680.wav;transcript_saves\1680.txt;RED
1681;36;audio_saves\1681.wav;transcript_saves\1681.txt;RED
1682;37;audio_saves\1682.wav;transcript_saves\1682.txt;AND ORANGE
1683;36;audio_saves\1683.wav;transcript_saves\1683.txt;BLACK
1686;37;audio_saves\1686.wav;transcript_saves\1686.txt;YES
1687;36;audio_saves\1687.wav;transcript_saves\1687.txt;YES
1688;36;audio_saves\1688.wav;transcript_saves\1688.txt;YES
1689;37;audio_saves\1689.wav;transcript_saves\1689.txt;YES
1690;37;audio_saves\1690.wav;transcript_saves\1690.txt;HM
1691;36;audio_saves\1691.wav;transcript_saves\1691.txt;YES
1692;37;audio_saves\1692.wav;transcript_saves\1692.txt;YEAH
1693;37;audio_saves\1693.wav;transcript_saves\1693.txt;MY RAT IS IN THE <unk>
1696;36;audio_saves\1696.wav;transcript_saves\1696.txt;TABLE 
1697;37;audio_saves\1697.wav;transcript_saves\1697.txt;MY RAT IS OF THE BOX
1698;36;audio_saves\1698.wav;transcript_saves\1698.txt;MY RAT IS ON THE WAND 
1699;36;audio_saves\1699.wav;transcript_saves\1699.txt;EH
